module,trial,timestamp,x,y
identification,17,1184,503.04,447.12
identification,17,1217,504.96,442.8
identification,17,1251,543.36,455.76
identification,17,1302,610.56,524.88
identification,17,1351,656.64,578.88
identification,17,1384,696.96,586.44
identification,17,1417,731.52,588.6
identification,17,1451,748.8,604.8
identification,17,1484,781.44,601.56
identification,17,1518,802.56,596.16
identification,17,1551,912,684.72
identification,17,1584,925.44,689.04
identification,17,1618,946.56,711.72
identification,17,1651,944.64,710.64
identification,17,1685,948.48,697.68
identification,17,1717,952.32,694.44
identification,17,1751,952.32,692.28
identification,17,1784,965.76,691.2
identification,17,1818,992.64,707.4
identification,17,1851,1011.84,712.8
identification,17,1885,1027.2,698.76
identification,17,1919,1036.8,694.44
identification,17,1951,1057.92,686.88
identification,17,1984,1071.36,684.72
identification,17,2018,1084.8,682.56
identification,17,2068,1096.32,679.32
identification,17,2118,1059.84,681.48
identification,17,2151,1054.08,677.16
identification,17,2185,1050.24,673.92
identification,17,2218,1042.56,670.68
identification,17,2252,1036.8,668.52
identification,17,2285,1031.04,667.44
identification,17,2318,1025.28,667.44
identification,17,2352,1017.6,664.2
identification,17,2386,1009.92,660.96
identification,17,2419,983.04,678.24
identification,17,2468,971.52,682.56
identification,17,2518,958.08,686.88
identification,17,2552,942.72,690.12
identification,17,2585,948.48,684.72
identification,17,2618,929.28,704.16
identification,17,2652,912,717.12
identification,17,2685,921.6,710.64
identification,17,2719,925.44,720.36
identification,17,2752,933.12,758.16
identification,17,2786,933.12,775.44
identification,17,2819,936.96,786.24
identification,17,2869,940.8,794.88
identification,17,2919,933.12,795.96
identification,17,2952,921.6,803.52
identification,17,2986,904.32,804.6
identification,17,3019,898.56,807.84
identification,17,3052,888.96,804.6
identification,17,3086,885.12,804.6
identification,17,3119,887.04,817.56
identification,17,3152,898.56,828.36
identification,17,3186,906.24,828.36
identification,17,3236,929.28,825.12
identification,17,3286,938.88,821.88
identification,17,3319,942.72,817.56
identification,17,3353,942.72,816.48
identification,17,3386,942.72,813.24
identification,17,3420,944.64,813.24
identification,17,3453,946.56,813.24
identification,17,3486,950.4,812.16
identification,17,3520,956.16,813.24
identification,17,3553,961.92,814.32
identification,17,3587,967.68,815.4
identification,17,3637,967.68,817.56
identification,17,3687,971.52,816.48
identification,17,3720,971.52,816.48
identification,17,3753,973.44,816.48
identification,17,3786,977.28,819.72
identification,17,3820,977.28,825.12
identification,17,3853,975.36,828.36
identification,17,3887,975.36,832.68
identification,17,3920,973.44,838.08
identification,17,3954,973.44,840.24
identification,17,4003,975.36,839.16
identification,17,4037,979.2,837
identification,17,4087,983.04,827.28
identification,17,4120,988.8,821.88
identification,17,4153,996.48,814.32
identification,17,4187,998.4,807.84
identification,17,4220,1004.16,803.52
identification,17,4253,1008,799.2
identification,17,4287,1009.92,797.04
identification,17,4320,1009.92,792.72
identification,17,4354,1013.76,787.32
identification,17,4404,1019.52,775.44
identification,17,4437,1027.2,759.24
identification,17,4487,1034.88,740.88
identification,17,4520,1038.72,718.2
identification,17,4554,1048.32,708.48
identification,17,4587,1092.48,725.76
identification,17,4621,1109.76,727.92
identification,17,4654,1121.28,730.08
identification,18,0,963.84,746.28
identification,18,0,944.64,744.12
identification,18,20,927.36,744.12
identification,18,53,908.16,695.52
identification,18,87,760.32,627.48
identification,18,121,725.76,568.08
identification,18,171,700.8,492.48
identification,18,204,670.08,413.64
identification,18,254,731.52,417.96
identification,18,287,773.76,433.08
identification,18,322,800.64,439.56
identification,18,354,829.44,444.96
identification,18,387,850.56,449.28
identification,18,420,864,452.52
identification,18,453,883.2,459
identification,18,488,892.8,468.72
identification,18,521,904.32,475.2
identification,18,571,915.84,471.96
identification,18,620,933.12,468.72
identification,18,654,954.24,473.04
identification,18,687,986.88,481.68
identification,18,720,1006.08,481.68
identification,18,754,1008,477.36
identification,18,787,1011.84,480.6
identification,18,821,1013.76,483.84
identification,18,854,1017.6,489.24
identification,18,888,1021.44,495.72
identification,18,921,1023.36,500.04
identification,18,971,1027.2,502.2
identification,18,1020,1029.12,505.44
identification,18,1054,1034.88,517.32
identification,18,1088,992.64,564.84
identification,18,1121,585.6,216
identification,18,1154,581.76,177.12
identification,18,1188,639.36,285.12
identification,18,1221,664.32,340.2
identification,18,1255,693.12,400.68
identification,18,1288,768,528.12
identification,18,1339,794.88,570.24
identification,18,1371,825.6,590.76
identification,18,1421,867.84,592.92
identification,18,1455,881.28,592.92
identification,18,1488,888.96,585.36
identification,18,1521,894.72,582.12
identification,18,1555,898.56,577.8
identification,18,1589,904.32,574.56
identification,18,1622,913.92,568.08
identification,18,1655,919.68,561.6
identification,18,1689,925.44,556.2
identification,18,1739,936.96,556.2
identification,18,1773,946.56,547.56
identification,18,1822,954.24,544.32
identification,18,1855,961.92,537.84
identification,18,1888,967.68,529.2
identification,18,1922,979.2,521.64
identification,18,1955,984.96,515.16
identification,18,1989,988.8,508.68
identification,18,2023,988.8,504.36
identification,18,2056,986.88,500.04
identification,18,2089,981.12,493.56
identification,18,2139,973.44,492.48
identification,18,2189,958.08,497.88
identification,18,2222,948.48,503.28
identification,18,2256,946.56,510.84
identification,18,2290,940.8,519.48
identification,18,2322,940.8,525.96
identification,18,2356,940.8,531.36
identification,18,2389,940.8,536.76
identification,18,2423,944.64,543.24
identification,18,2456,948.48,547.56
identification,18,2506,950.4,549.72
identification,18,2540,956.16,549.72
identification,18,2589,929.28,561.6
identification,18,2622,925.44,557.28
identification,18,2656,923.52,556.2
identification,18,2690,923.52,557.28
identification,18,2723,923.52,555.12
identification,18,2756,923.52,554.04
identification,18,2789,921.6,555.12
identification,18,2823,927.36,559.44
identification,18,2857,933.12,562.68
identification,18,2908,936.96,563.76
identification,18,2939,936.96,563.76
identification,18,2989,938.88,563.76
identification,18,3023,936.96,563.76
identification,18,3056,935.04,562.68
identification,18,3090,931.2,565.92
identification,18,3123,921.6,563.76
identification,18,3156,913.92,567
identification,18,3190,910.08,567
identification,18,3223,910.08,550.8
identification,18,3257,923.52,554.04
identification,18,3307,925.44,541.08
identification,18,3358,925.44,535.68
identification,18,3390,925.44,528.12
identification,18,3423,925.44,521.64
identification,18,3457,925.44,515.16
identification,18,3490,925.44,509.76
identification,18,3524,927.36,503.28
identification,18,3557,931.2,497.88
identification,18,3590,929.28,496.8
identification,18,3624,929.28,495.72
identification,18,3675,933.12,492.48
identification,18,3708,936.96,479.52
identification,18,3741,944.64,475.2
identification,18,3791,971.52,482.76
identification,18,3824,979.2,479.52
identification,18,3857,977.28,475.2
identification,18,3890,977.28,474.12
identification,18,3924,979.2,475.2
identification,18,3957,975.36,476.28
identification,18,3991,965.76,483.84
identification,18,4025,961.92,495.72
identification,18,4074,958.08,507.6
identification,18,4108,956.16,517.32
identification,18,4157,956.16,524.88
identification,18,4191,958.08,531.36
identification,18,4226,961.92,536.76
identification,18,4292,969.6,536.76
identification,18,4324,975.36,533.52
identification,18,4357,975.36,533.52
identification,18,4391,973.44,534.6
identification,18,4425,973.44,536.76
identification,18,4474,975.36,540
identification,18,4508,979.2,537.84
identification,18,4558,981.12,538.92
identification,18,4591,984.96,536.76
identification,18,4625,986.88,535.68
identification,18,4658,983.04,534.6
identification,19,0,971.52,626.4
identification,19,0,960,643.68
identification,19,25,960,654.48
identification,19,58,958.08,663.12
identification,19,90,952.32,667.44
identification,19,124,950.4,671.76
identification,19,158,948.48,675
identification,19,191,950.4,678.24
identification,19,241,961.92,682.56
identification,19,274,963.84,689.04
identification,19,324,956.16,691.2
identification,19,358,946.56,692.28
identification,19,391,940.8,693.36
identification,19,424,933.12,694.44
identification,19,458,921.6,689.04
identification,19,491,912,682.56
identification,19,524,908.16,679.32
identification,19,558,904.32,676.08
identification,19,591,898.56,675
identification,19,642,892.8,675
identification,19,675,890.88,680.4
identification,19,725,856.32,710.64
identification,19,758,856.32,699.84
identification,19,791,840.96,709.56
identification,19,825,860.16,706.32
identification,19,858,846.72,709.56
identification,19,891,819.84,706.32
identification,19,925,823.68,709.56
identification,19,958,840.96,700.92
identification,19,1010,831.36,714.96
identification,19,1042,837.12,727.92
identification,19,1092,837.12,734.4
identification,19,1125,837.12,740.88
identification,19,1158,837.12,749.52
identification,19,1192,839.04,760.32
identification,19,1225,848.64,786.24
identification,19,1259,864,798.12
identification,19,1292,873.6,812.16
identification,19,1326,883.2,825.12
identification,19,1359,885.12,830.52
identification,19,1409,865.92,819.72
identification,19,1458,794.88,833.76
identification,19,1492,449.28,919.08
identification,19,1525,541.44,874.8
identification,19,1559,577.92,846.72
identification,19,1592,597.12,845.64
identification,19,1626,635.52,841.32
identification,19,1659,666.24,838.08
identification,19,1692,693.12,842.4
identification,19,1726,706.56,853.2
identification,19,1776,716.16,855.36
identification,19,1809,725.76,854.28
identification,19,1843,735.36,849.96
identification,19,1892,741.12,846.72
identification,19,1926,744.96,843.48
identification,19,1959,754.56,838.08
identification,19,1992,792.96,839.16
identification,19,2026,794.88,841.32
identification,19,2059,806.4,842.4
identification,19,2093,829.44,844.56
identification,19,2126,844.8,844.56
identification,19,2176,848.64,868.32
identification,19,2210,860.16,861.84
identification,19,2243,871.68,857.52
identification,19,2293,890.88,859.68
identification,19,2326,929.28,879.12
identification,19,2360,948.48,876.96
identification,19,2393,965.76,879.12
identification,19,2426,981.12,888.84
identification,19,2460,990.72,896.4
identification,19,2493,1002.24,902.88
identification,19,2527,1009.92,909.36
identification,19,2577,1019.52,913.68
identification,19,2610,1027.2,919.08
identification,19,2660,1034.88,924.48
identification,19,2693,1054.08,932.04
identification,19,2726,1079.04,933.12
identification,19,2760,1102.08,938.52
identification,19,2793,1115.52,952.56
identification,19,2827,1113.6,964.44
identification,19,2860,1107.84,979.56
identification,19,2893,1079.04,990.36
identification,19,2945,1063.68,978.48
identification,19,2977,1063.68,974.16
identification,19,3010,1063.68,965.52
identification,19,3060,1071.36,959.04
identification,19,3094,1080.96,941.76
identification,19,3127,1079.04,927.72
identification,19,3160,1079.04,923.4
identification,19,3194,1077.12,918
identification,19,3229,1075.2,916.92
identification,19,3296,1061.76,923.4
identification,19,3344,1056,926.64
identification,19,3377,1040.64,923.4
identification,19,3411,1031.04,914.76
identification,19,3462,1031.04,914.76
identification,19,3494,1031.04,909.36
identification,19,3527,1036.8,908.28
identification,19,3561,1040.64,907.2
identification,19,3594,1044.48,901.8
identification,19,3627,1050.24,896.4
identification,19,3661,1061.76,884.52
identification,19,3695,1042.56,852.12
identification,19,3744,1009.92,793.8
identification,19,3778,1006.08,760.32
identification,19,3827,965.76,610.2
identification,19,3861,904.32,508.68
identification,19,3895,881.28,484.92
identification,19,3928,864,466.56
identification,19,3961,850.56,451.44
identification,19,3994,819.84,415.8
identification,19,4028,806.4,405
identification,19,4061,810.24,400.68
identification,19,4112,854.4,393.12
identification,19,4145,873.6,384.48
identification,19,4179,892.8,374.76
identification,19,4228,908.16,367.2
identification,19,4261,917.76,359.64
identification,19,4295,933.12,346.68
identification,19,4328,946.56,335.88
identification,19,4362,961.92,330.48
identification,19,4395,986.88,324
identification,19,4428,1006.08,314.28
identification,19,4462,1021.44,306.72
identification,19,4513,1040.64,300.24
identification,19,4546,1044.48,298.08
identification,19,4595,988.8,297
identification,19,4628,975.36,294.84
identification,19,4662,960,291.6
identification,20,0,877.44,236.52
identification,20,2,883.2,206.28
identification,20,37,881.28,253.8
identification,20,69,883.2,328.32
identification,20,103,846.72,442.8
identification,20,153,842.88,492.48
identification,20,186,687.36,861.84
identification,20,220,773.76,800.28
identification,20,253,804.48,743.04
identification,20,288,837.12,689.04
identification,20,320,862.08,653.4
identification,20,353,879.36,610.2
identification,20,403,865.92,604.8
identification,20,436,885.12,604.8
identification,20,470,912,601.56
identification,20,521,898.56,585.36
identification,20,553,910.08,583.2
identification,20,587,906.24,575.64
identification,20,620,894.72,571.32
identification,20,654,908.16,560.52
identification,20,687,917.76,534.6
identification,20,720,925.44,543.24
identification,20,754,936.96,535.68
identification,20,804,958.08,546.48
identification,20,837,967.68,543.24
identification,20,871,975.36,552.96
identification,20,921,983.04,563.76
identification,20,955,986.88,559.44
identification,20,988,990.72,557.28
identification,20,1021,992.64,546.48
identification,20,1054,998.4,543.24
identification,20,1088,998.4,538.92
identification,20,1121,994.56,536.76
identification,20,1171,958.08,550.8
identification,20,1204,958.08,542.16
identification,20,1238,948.48,541.08
identification,20,1271,946.56,528.12
identification,20,1321,933.12,525.96
identification,20,1354,923.52,521.64
identification,20,1388,917.76,514.08
identification,20,1421,912,509.76
identification,20,1454,908.16,508.68
identification,20,1488,904.32,507.6
identification,20,1521,910.08,509.76
identification,20,1571,912,510.84
identification,20,1605,917.76,479.52
identification,20,1638,915.84,484.92
identification,20,1688,925.44,490.32
identification,20,1721,948.48,491.4
identification,20,1754,965.76,490.32
identification,20,1788,984.96,492.48
identification,20,1821,990.72,508.68
identification,20,1855,1009.92,501.12
identification,20,1889,1011.84,502.2
identification,20,1921,1000.32,493.56
identification,20,1971,994.56,495.72
identification,20,2005,996.48,487.08
identification,20,2038,998.4,489.24
identification,20,2088,990.72,492.48
identification,20,2122,979.2,493.56
identification,20,2155,967.68,501.12
identification,20,2188,954.24,507.6
identification,20,2221,940.8,507.6
identification,20,2255,927.36,508.68
identification,20,2288,913.92,505.44
identification,20,2338,871.68,503.28
identification,20,2373,865.92,497.88
identification,20,2405,854.4,493.56
identification,20,2455,842.88,488.16
identification,20,2490,831.36,487.08
identification,20,2522,829.44,486
identification,20,2555,825.6,490.32
identification,20,2589,829.44,497.88
identification,20,2623,827.52,500.04
identification,20,2656,825.6,503.28
identification,20,2689,823.68,505.44
identification,20,2738,825.6,507.6
identification,20,2773,827.52,508.68
identification,20,2806,831.36,509.76
identification,20,2856,840.96,511.92
identification,20,2889,850.56,514.08
identification,20,2922,860.16,517.32
identification,20,2956,869.76,522.72
identification,20,2990,877.44,529.2
identification,20,3024,883.2,534.6
identification,20,3056,885.12,538.92
identification,20,3089,883.2,543.24
identification,20,3139,877.44,552.96
identification,20,3173,875.52,558.36
identification,20,3208,873.6,561.6
identification,20,3256,873.6,564.84
identification,20,3289,877.44,569.16
identification,20,3323,879.36,572.4
identification,20,3356,883.2,576.72
identification,20,3390,887.04,581.04
identification,20,3423,894.72,583.2
identification,20,3457,900.48,584.28
identification,20,3490,908.16,581.04
identification,20,3540,915.84,576.72
identification,20,3573,921.6,569.16
identification,20,3623,925.44,560.52
identification,20,3656,929.28,555.12
identification,20,3690,935.04,551.88
identification,20,3724,936.96,552.96
identification,20,3757,938.88,557.28
identification,20,3790,940.8,563.76
identification,20,3823,940.8,570.24
identification,20,3857,940.8,574.56
identification,20,3890,942.72,573.48
identification,20,3940,950.4,531.36
identification,20,3973,952.32,506.52
identification,20,4024,954.24,489.24
identification,20,4057,952.32,463.32
identification,20,4090,965.76,450.36
identification,20,4124,973.44,434.16
identification,20,4158,979.2,420.12
identification,20,4191,986.88,407.16
identification,20,4224,992.64,396.36
identification,20,4257,998.4,384.48
identification,20,4307,992.64,392.04
identification,20,4342,1006.08,396.36
identification,20,4375,1011.84,393.12
identification,20,4424,1017.6,389.88
identification,20,4457,1021.44,385.56
identification,20,4491,1025.28,387.72
identification,20,4525,1027.2,392.04
identification,20,4558,1031.04,396.36
identification,20,4591,1031.04,400.68
identification,20,4625,1029.12,406.08
identification,20,4658,1027.2,411.48
identification,21,0,1027.2,427.68
identification,21,0,1023.36,427.68
identification,21,24,1017.6,427.68
identification,21,57,1013.76,427.68
identification,21,108,1009.92,426.6
identification,21,140,1006.08,423.36
identification,21,191,1004.16,420.12
identification,21,223,1000.32,415.8
identification,21,257,998.4,412.56
identification,21,290,996.48,409.32
identification,21,325,992.64,407.16
identification,21,357,984.96,412.56
identification,21,391,971.52,420.12
identification,21,424,958.08,429.84
identification,21,458,940.8,439.56
identification,21,508,925.44,450.36
identification,21,541,913.92,455.76
identification,21,591,902.4,463.32
identification,21,624,888.96,471.96
identification,21,658,873.6,477.36
identification,21,691,856.32,483.84
identification,21,725,839.04,490.32
identification,21,758,821.76,496.8
identification,21,791,806.4,502.2
identification,21,825,777.6,514.08
identification,21,874,844.8,535.68
identification,21,908,881.28,529.2
identification,21,958,902.4,537.84
identification,21,991,917.76,541.08
identification,21,1024,923.52,547.56
identification,21,1058,927.36,562.68
identification,21,1092,931.2,569.16
identification,21,1125,938.88,575.64
identification,21,1158,944.64,578.88
identification,21,1192,952.32,581.04
identification,21,1225,954.24,578.88
identification,21,1275,960,576.72
identification,21,1308,971.52,583.2
identification,21,1359,1008,594
identification,21,1392,1032.96,585.36
identification,21,1425,1040.64,584.28
identification,21,1458,1057.92,588.6
identification,21,1492,1054.08,576.72
identification,21,1525,1048.32,572.4
identification,21,1558,1050.24,571.32
identification,21,1592,1052.16,570.24
identification,21,1641,1025.28,576.72
identification,21,1675,1004.16,582.12
identification,21,1708,1008,556.2
identification,21,1759,996.48,561.6
identification,21,1792,992.64,579.96
identification,21,1826,996.48,572.4
identification,21,1859,998.4,569.16
identification,21,1892,994.56,563.76
identification,21,1926,988.8,564.84
identification,21,1958,979.2,575.64
identification,21,1992,967.68,582.12
identification,21,2042,942.72,585.36
identification,21,2075,933.12,587.52
identification,21,2127,929.28,584.28
identification,21,2159,929.28,579.96
identification,21,2192,933.12,578.88
identification,21,2226,942.72,594
identification,21,2259,950.4,616.68
identification,21,2293,963.84,630.72
identification,21,2326,979.2,641.52
identification,21,2359,996.48,651.24
identification,21,2393,1054.08,645.84
identification,21,2443,1102.08,621
identification,21,2476,1128.96,623.16
identification,21,2527,1150.08,619.92
identification,21,2559,1215.36,625.32
identification,21,2593,1240.32,629.64
identification,21,2626,1244.16,633.96
identification,21,2660,1207.68,637.2
identification,21,2693,1213.44,619.92
identification,21,2727,1213.44,613.44
identification,21,2760,1209.6,601.56
identification,21,2793,1184.64,591.84
identification,21,2844,1159.68,619.92
identification,21,2876,1146.24,614.52
identification,21,2927,1113.6,627.48
identification,21,2960,1090.56,626.4
identification,21,2993,1017.6,643.68
identification,21,3027,1008,617.76
identification,21,3060,975.36,609.12
identification,21,3093,958.08,608.04
identification,21,3127,948.48,604.8
identification,21,3160,940.8,605.88
identification,21,3210,938.88,613.44
identification,21,3243,933.12,638.28
identification,21,3293,931.2,624.24
identification,21,3327,927.36,591.84
identification,21,3360,902.4,624.24
identification,21,3393,890.88,636.12
identification,21,3427,879.36,652.32
identification,21,3460,890.88,621
identification,21,3494,892.8,609.12
identification,21,3527,894.72,600.48
identification,21,3561,890.88,598.32
identification,21,3610,890.88,596.16
identification,21,3645,892.8,595.08
identification,21,3696,888.96,590.76
identification,21,3727,877.44,590.76
identification,21,3761,871.68,589.68
identification,21,3794,862.08,589.68
identification,21,3828,850.56,596.16
identification,21,3861,842.88,604.8
identification,21,3894,842.88,603.72
identification,21,3960,846.72,590.76
identification,21,4011,850.56,573.48
identification,21,4044,848.64,570.24
identification,21,4095,833.28,578.88
identification,21,4128,833.28,578.88
identification,21,4162,831.36,577.8
identification,21,4194,827.52,577.8
identification,21,4228,823.68,578.88
identification,21,4295,825.6,577.8
identification,21,4328,829.44,575.64
identification,21,4378,833.28,573.48
identification,21,4411,839.04,572.4
identification,21,4461,842.88,575.64
identification,21,4494,840.96,577.8
identification,21,4528,835.2,581.04
identification,22,0,865.92,453.6
identification,22,0,910.08,427.68
identification,22,28,931.2,406.08
identification,22,61,952.32,379.08
identification,22,94,986.88,321.84
identification,22,128,994.56,313.2
identification,22,178,996.48,313.2
identification,22,227,1015.68,292.68
identification,22,260,1034.88,307.8
identification,22,294,1036.8,303.48
identification,22,328,1025.28,312.12
identification,22,361,965.76,378
identification,22,395,954.24,400.68
identification,22,428,936.96,413.64
identification,22,462,931.2,442.8
identification,22,495,925.44,463.32
identification,22,528,913.92,484.92
identification,22,578,883.2,462.24
identification,22,628,929.28,478.44
identification,22,662,935.04,469.8
identification,22,695,933.12,477.36
identification,22,728,931.2,497.88
identification,22,761,933.12,491.4
identification,22,796,925.44,473.04
identification,22,829,913.92,513
identification,22,862,919.68,530.28
identification,22,912,925.44,529.2
identification,22,945,923.52,577.8
identification,22,978,785.28,604.8
identification,22,1028,205.44,814.32
identification,22,1062,322.56,621
identification,22,1095,533.76,378
identification,22,1129,516.48,413.64
identification,22,1163,520.32,481.68
identification,22,1196,648.96,822.96
identification,22,1229,794.88,983.88
identification,22,1262,810.24,938.52
identification,22,1296,833.28,897.48
identification,22,1345,858.24,855.36
identification,22,1395,879.36,833.76
identification,22,1429,894.72,820.8
identification,22,1462,906.24,808.92
identification,22,1496,919.68,797.04
identification,22,1529,925.44,786.24
identification,22,1562,929.28,773.28
identification,22,1595,936.96,763.56
identification,22,1629,944.64,756
identification,22,1662,954.24,746.28
identification,22,1713,954.24,708.48
identification,22,1746,946.56,692.28
identification,22,1798,935.04,665.28
identification,22,1829,923.52,641.52
identification,22,1863,913.92,619.92
identification,22,1896,900.48,600.48
identification,22,1930,890.88,617.76
identification,22,1962,879.36,618.84
identification,22,1996,871.68,615.6
identification,22,2030,862.08,611.28
identification,22,2063,854.4,609.12
identification,22,2113,829.44,625.32
identification,22,2146,856.32,633.96
identification,22,2197,860.16,645.84
identification,22,2230,854.4,653.4
identification,22,2263,850.56,666.36
identification,22,2296,875.52,666.36
identification,22,2330,877.44,684.72
identification,22,2363,896.64,690.12
identification,22,2397,913.92,691.2
identification,22,2430,927.36,673.92
identification,22,2463,919.68,660.96
identification,22,2513,912,655.56
identification,22,2563,898.56,638.28
identification,22,2597,894.72,626.4
identification,22,2630,898.56,612.36
identification,22,2663,904.32,606.96
identification,22,2697,910.08,592.92
identification,22,2730,894.72,590.76
identification,22,2764,894.72,604.8
identification,22,2797,898.56,590.76
identification,22,2831,900.48,579.96
identification,22,2864,902.4,579.96
identification,22,2914,875.52,592.92
identification,22,2964,887.04,594
identification,22,2997,898.56,577.8
identification,22,3030,890.88,591.84
identification,22,3063,885.12,592.92
identification,22,3097,879.36,603.72
identification,22,3130,879.36,604.8
identification,22,3164,881.28,611.28
identification,22,3197,885.12,602.64
identification,22,3231,894.72,604.8
identification,22,3280,917.76,589.68
identification,22,3314,917.76,590.76
identification,22,3366,935.04,596.16
identification,22,3431,927.36,587.52
identification,22,3465,908.16,600.48
identification,22,3499,890.88,618.84
identification,22,3531,873.6,609.12
identification,22,3565,864,610.2
identification,22,3598,854.4,604.8
identification,22,3631,846.72,606.96
identification,22,3681,839.04,617.76
identification,22,3731,827.52,610.2
identification,22,3764,817.92,612.36
identification,22,3798,817.92,615.6
identification,22,3831,812.16,617.76
identification,22,3865,810.24,619.92
identification,22,3898,808.32,613.44
identification,22,3932,804.48,603.72
identification,22,3965,804.48,603.72
identification,22,3999,804.48,600.48
identification,22,4031,804.48,597.24
identification,22,4081,806.4,596.16
identification,22,4132,814.08,600.48
identification,22,4165,812.16,605.88
identification,22,4198,812.16,609.12
identification,22,4231,812.16,610.2
identification,22,4265,835.2,600.48
identification,22,4298,860.16,596.16
identification,22,4331,867.84,596.16
identification,22,4365,881.28,571.32
identification,22,4399,890.88,565.92
identification,22,4448,900.48,560.52
identification,22,4482,912,533.52
identification,22,4532,898.56,541.08
identification,22,4565,890.88,544.32
identification,22,4598,879.36,551.88
identification,22,4632,865.92,550.8
identification,22,4665,869.76,558.36
identification,23,0,864,597.24
identification,23,0,865.92,597.24
identification,23,31,862.08,601.56
identification,23,66,850.56,613.44
identification,23,98,808.32,649.08
identification,23,132,839.04,632.88
identification,23,165,852.48,627.48
identification,23,199,852.48,638.28
identification,23,248,814.08,649.08
identification,23,298,804.48,650.16
identification,23,331,791.04,648
identification,23,365,775.68,644.76
identification,23,399,800.64,667.44
identification,23,432,750.72,681.48
identification,23,465,744.96,700.92
identification,23,499,710.4,711.72
identification,23,532,775.68,725.76
identification,23,566,758.4,740.88
identification,23,615,871.68,766.8
identification,23,648,890.88,774.36
identification,23,699,925.44,812.16
identification,23,732,1119.36,881.28
identification,23,765,1127.04,897.48
identification,23,799,1113.6,911.52
identification,23,833,1105.92,925.56
identification,23,866,1086.72,932.04
identification,23,899,1069.44,934.2
identification,23,932,1057.92,936.36
identification,23,966,1088.64,946.08
identification,23,1015,1104,927.72
identification,23,1066,1092.48,897.48
identification,23,1099,1111.68,893.16
identification,23,1133,1123.2,888.84
identification,23,1166,1111.68,876.96
identification,23,1199,1100.16,880.2
identification,23,1233,1092.48,868.32
identification,23,1266,1077.12,859.68
identification,23,1300,1063.68,852.12
identification,23,1333,1052.16,839.16
identification,23,1366,1054.08,821.88
identification,23,1416,1050.24,811.08
identification,23,1466,1046.4,804.6
identification,23,1499,1042.56,799.2
identification,23,1533,1029.12,795.96
identification,23,1566,1011.84,800.28
identification,23,1600,1023.36,822.96
identification,23,1633,1019.52,846.72
identification,23,1667,1013.76,864
identification,23,1700,1011.84,880.2
identification,23,1733,1011.84,895.32
identification,23,1767,1011.84,905.04
identification,23,1833,1009.92,912.6
identification,23,1867,1063.68,901.8
identification,23,1900,1042.56,867.24
identification,23,1934,1056,912.6
identification,23,1967,1042.56,911.52
identification,23,2000,1040.64,918
identification,23,2034,1048.32,923.4
identification,23,2067,1057.92,928.8
identification,23,2100,1069.44,932.04
identification,23,2134,1082.88,934.2
identification,23,2167,1100.16,922.32
identification,23,2234,1042.56,939.6
identification,23,2267,1044.48,957.96
identification,23,2300,1006.08,974.16
identification,23,2334,996.48,982.8
identification,23,2367,988.8,991.44
identification,23,2401,973.44,1005.48
identification,23,2434,967.68,1020.6
identification,23,2467,958.08,1029.24
identification,23,2501,952.32,1037.88
identification,23,2534,948.48,1046.52
identification,23,2584,946.56,1054.08
identification,23,2634,923.52,1037.88
identification,23,2668,919.68,1041.12
identification,23,2701,917.76,1046.52
identification,23,2734,908.16,1051.92
identification,23,2768,908.16,1054.08
identification,23,2801,906.24,1054.08
identification,23,2835,906.24,1048.68
identification,23,2868,927.36,1057.32
identification,23,2901,938.88,1020.6
identification,23,2934,938.88,1013.04
identification,23,3002,935.04,1016.28
identification,23,3034,946.56,1027.08
identification,23,3068,965.76,1001.16
identification,23,3101,973.44,988.2
identification,23,3134,990.72,966.6
identification,23,3168,1017.6,933.12
identification,23,3201,1029.12,903.96
identification,23,3236,1015.68,887.76
identification,23,3268,1006.08,874.8
identification,23,3302,1004.16,858.6
identification,23,3354,996.48,800.28
identification,23,3401,990.72,756
identification,23,3435,977.28,646.92
identification,23,3468,969.6,597.24
identification,23,3501,954.24,533.52
identification,23,3536,921.6,471.96
identification,23,3568,896.64,397.44
identification,23,3603,885.12,381.24
identification,23,3636,873.6,367.2
identification,23,3669,865.92,347.76
identification,23,3702,865.92,339.12
identification,23,3752,885.12,338.04
identification,23,3804,915.84,341.28
identification,23,3835,931.2,342.36
identification,23,3869,946.56,346.68
identification,23,3902,958.08,338.04
identification,23,3935,969.6,335.88
identification,23,3969,983.04,348.84
identification,23,4002,990.72,365.04
identification,23,4036,996.48,379.08
identification,23,4070,996.48,415.8
identification,23,4102,1008,434.16
identification,23,4169,1013.76,448.2
identification,23,4202,1013.76,460.08
identification,23,4236,1015.68,471.96
identification,23,4269,1017.6,482.76
identification,23,4302,1017.6,498.96
identification,23,4336,1019.52,513
identification,23,4370,1021.44,518.4
identification,23,4403,1015.68,525.96
identification,23,4436,1013.76,530.28
identification,23,4470,1009.92,535.68
identification,23,4503,1021.44,560.52
identification,23,4569,1009.92,550.8
identification,23,4603,1004.16,550.8
identification,23,4636,1008,549.72
identification,23,4669,1015.68,547.56
identification,24,0,1159.68,531.36
identification,24,3,1176.96,528.12
identification,24,36,1192.32,528.12
identification,24,69,1198.08,528.12
identification,24,104,1201.92,533.52
identification,24,137,1201.92,541.08
identification,24,170,1200,550.8
identification,24,204,1194.24,558.36
identification,24,237,1192.32,565.92
identification,24,271,1188.48,575.64
