module,trial,item_num,timestamp,x,y
identification,0,0,0,758.4000000000001,74.52000000000001
identification,0,0,11,721.92,79.92
identification,0,0,44,702.72,87.48
identification,0,0,78,710.4,111.24
identification,0,0,110,869.76,378.0
identification,0,0,160,1292.16,343.44
identification,0,0,193,1501.44,272.16
identification,0,0,227,1658.88,165.24
identification,0,0,293,1390.08,413.64
identification,0,0,327,1317.12,460.08
identification,0,0,379,1196.16,851.0400000000001
identification,0,0,412,1040.64,1001.16
identification,0,0,444,858.24,1123.2
identification,0,0,478,806.4,1122.12
identification,0,0,511,785.28,916.92
identification,0,0,560,743.04,1121.04
identification,0,0,593,714.24,1122.12
identification,0,0,627,700.8,1122.12
identification,0,0,660,677.76,1122.12
identification,0,0,694,675.8399999999999,1121.04
identification,0,0,745,679.68,1121.04
identification,0,0,778,672.0,1123.2
identification,0,0,811,648.96,1123.2
identification,0,0,844,637.44,1123.2
identification,0,0,878,647.0400000000001,1124.28
identification,0,0,927,639.36,1124.28
identification,0,0,961,631.6800000000001,1124.28
identification,0,0,994,622.08,1125.36
identification,0,0,1027,641.2800000000001,1124.28
identification,0,0,1061,658.5600000000001,1124.28
identification,0,0,1094,827.52,1124.28
identification,0,0,1145,1453.44,1041.12
identification,0,0,1178,1704.96,406.08
identification,0,0,1212,1789.44,389.88
identification,0,0,1245,1395.84,588.6
identification,0,0,1294,1130.88,644.76
identification,0,0,1328,1105.9199999999998,655.56
identification,0,0,1361,1090.56,658.8
identification,0,0,1394,1061.76,641.52
identification,0,0,1428,1052.16,621.0
identification,0,0,1461,1090.56,609.1199999999999
identification,0,0,1496,1267.2,762.4799999999999
identification,0,0,1547,1363.1999999999998,954.72
identification,0,0,1578,1405.44,1029.24
identification,0,0,1612,1393.92,1069.2
identification,0,0,1645,1355.52,1057.32
identification,0,0,1678,1313.2800000000002,1013.04
identification,0,0,1728,1176.96,879.1199999999999
identification,0,0,1761,1169.28,847.8000000000001
identification,0,0,1794,1167.36,827.28
identification,0,0,1828,1157.76,786.24
identification,0,0,1861,1159.68,766.8
identification,0,0,1912,1157.76,756.0
identification,0,0,1945,1155.84,744.1199999999999
identification,0,0,1979,1155.84,731.1600000000001
identification,0,0,2013,1157.76,723.6
identification,0,0,2046,1153.92,713.88
identification,0,0,2079,1146.24,696.6
identification,0,0,2128,1134.72,680.4
identification,0,0,2163,1119.36,667.4399999999999
identification,0,0,2195,1105.9199999999998,654.48
identification,0,0,2229,1098.24,648.0
identification,0,0,2262,1098.24,641.52
identification,0,0,2312,1102.08,642.6
identification,0,0,2346,1111.6799999999998,641.52
identification,0,0,2379,1121.28,640.4399999999999
identification,0,0,2413,1127.04,637.1999999999999
identification,0,0,2446,1134.72,636.12
identification,0,0,2495,1144.32,639.36
identification,0,0,2529,1152.0,639.36
identification,0,0,2562,1157.76,637.1999999999999
identification,0,0,2596,1163.52,632.88
identification,0,0,2629,1159.68,615.5999999999999
identification,0,0,2663,1153.92,619.92
identification,0,0,2713,1152.0,622.0799999999999
identification,0,0,2746,1152.0,623.16
identification,0,0,2780,1153.92,624.24
identification,0,0,2814,1152.0,628.56
identification,0,0,2847,1152.0,632.88
identification,0,0,2895,1152.0,635.04
identification,0,0,2929,1152.0,636.12
identification,0,0,2962,1150.08,636.12
identification,0,0,2996,1140.48,633.9599999999999
identification,0,0,3029,1130.88,630.7199999999999
identification,0,0,3081,1117.4399999999998,627.4799999999999
identification,0,0,3114,1096.32,624.24
identification,0,0,3147,1086.7199999999998,623.16
identification,0,0,3180,1077.12,626.4
identification,0,0,3214,1067.52,627.4799999999999
identification,0,0,3248,1061.76,628.56
identification,0,0,3296,1054.0800000000002,630.7199999999999
identification,0,0,3329,1046.4,632.88
identification,0,0,3363,1040.64,633.9599999999999
identification,0,0,3396,1036.8000000000002,635.04
identification,0,0,3430,1034.88,638.28
identification,0,0,3480,1034.88,642.6
identification,0,0,3514,1036.8000000000002,650.16
identification,0,0,3547,1038.72,659.88
identification,0,0,3581,1038.72,680.4
identification,0,0,3614,1040.64,693.36
identification,0,0,3663,1048.3200000000002,691.2
identification,0,0,3697,1061.76,684.72
identification,0,0,3730,1075.2,683.64
identification,0,0,3763,1084.8,682.5600000000001
identification,0,0,3797,1092.48,684.72
identification,0,0,3830,1100.16,686.88
identification,0,0,3881,1084.8,695.52
identification,0,0,3914,1088.64,714.96
identification,0,0,3948,1092.48,720.36
identification,0,0,3982,1092.48,721.44
identification,0,0,4014,1086.7199999999998,723.6
identification,0,0,4063,1079.0400000000002,723.6
identification,0,0,4097,1067.52,722.5200000000001
identification,0,0,4130,1054.0800000000002,717.12
identification,0,0,4164,1040.64,714.96
identification,0,0,4197,1004.16,723.6
identification,0,0,4249,994.56,721.44
identification,0,0,4282,984.96,719.2800000000001
identification,0,0,4315,986.88,709.5600000000001
identification,0,0,4348,1038.72,680.4
identification,0,0,4381,1057.92,667.4399999999999
identification,0,0,4415,1175.04,572.4
identification,0,0,4464,1165.44,601.5600000000001
identification,0,0,4498,1148.16,616.68
identification,0,0,4531,1130.88,636.12
identification,0,0,4564,1117.4399999999998,650.16
identification,0,0,4598,1077.12,696.6
identification,0,0,4648,1054.0800000000002,720.36
identification,0,0,4682,1038.72,736.5600000000001
identification,1,1,0,1004.16,846.72
identification,1,1,0,1006.08,831.6
identification,1,1,49,1008.0,828.36
identification,1,1,82,1006.08,826.2
identification,1,1,116,1006.08,826.2
identification,1,1,148,1004.16,830.52
identification,1,1,182,1000.32,832.6800000000001
identification,1,1,231,998.4,833.76
identification,1,1,265,996.48,833.76
identification,1,1,298,967.68,815.4
identification,1,1,331,775.6800000000001,603.72
identification,1,1,366,756.48,569.1600000000001
identification,1,1,415,750.72,555.12
identification,1,1,449,746.88,548.64
identification,1,1,483,743.04,544.32
identification,1,1,516,725.76,538.92
identification,1,1,551,700.8,531.36
identification,1,1,583,670.0799999999999,520.56
identification,1,1,632,654.72,519.48
identification,1,1,665,656.6400000000001,515.16
identification,1,1,699,998.4,523.8
identification,1,1,732,1027.2,523.8
identification,1,1,765,1036.8000000000002,525.96
identification,1,1,818,1044.48,529.2
identification,1,1,849,1050.24,533.52
identification,1,1,882,1063.68,544.32
identification,1,1,916,1104.0,555.12
identification,1,1,950,1123.1999999999998,561.6
identification,1,1,983,1132.8,570.24
identification,1,1,1032,1136.64,578.88
identification,1,1,1066,1144.32,583.2
identification,1,1,1099,1150.08,586.44
identification,1,1,1132,1155.84,589.6800000000001
identification,1,1,1166,1157.76,591.84
identification,1,1,1216,1157.76,589.6800000000001
identification,1,1,1250,833.28,529.2
identification,1,1,1284,779.5200000000001,519.48
identification,1,1,1317,744.96,513.0
identification,1,1,1350,731.52,508.68
identification,1,1,1400,693.12,489.24
identification,1,1,1433,672.0,476.28
identification,1,1,1466,654.72,470.88
identification,1,1,1500,641.2800000000001,467.64
identification,1,1,1533,620.16,465.48
identification,1,1,1584,612.48,466.56
identification,1,1,1617,610.5600000000001,477.36
identification,1,1,1650,614.4,474.12
identification,1,1,1683,616.32,469.8
identification,1,1,1717,618.24,470.88
identification,1,1,1751,622.08,470.88
