,pid,module,trial,total_fixation,face11_fixation,face12_fixation,face21_fixation,face22_fixation,total_fixation_under1000,face11_fixation_under1000,face12_fixation_under1000,face21_fixation_under1000,face22_fixation_under1000,abs_dwell_time_face11,abs_dwell_time_face12,abs_dwell_time_face21,abs_dwell_time_face22
20,00000000,faces,20,14,4,3,3,0,1,0,0,0,0,1159.0,729.7407407407408,643.8888888888889,42.925925925925924
21,00000000,faces,21,9,4,0,4,0,1,0,0,0,0,1405.5254237288136,0.0,2420.627118644068,39.04237288135593
22,00000000,faces,22,11,4,2,2,0,3,0,0,1,0,1031.7777777777778,884.3809523809523,1068.626984126984,36.84920634920635
23,00000000,faces,23,16,2,2,4,0,2,0,0,1,0,739.4033613445378,311.327731092437,933.983193277311,194.57983193277312
24,00000000,faces,24,15,4,1,4,0,5,1,0,2,0,1353.551724137931,477.7241379310345,1035.0689655172414,0.0
25,00000000,faces,25,13,4,0,1,0,4,1,0,0,0,1494.4036697247707,170.78899082568807,853.9449541284404,170.78899082568807
26,00000000,faces,26,14,4,2,3,4,2,1,0,0,0,1486.607142857143,412.94642857142856,991.0714285714286,1156.25
27,00000000,faces,27,13,5,3,1,0,4,3,0,0,0,1281.2410714285716,1033.2589285714287,702.6160714285713,41.33035714285714
28,00000000,faces,28,8,1,1,3,0,2,1,0,1,0,809.8252427184466,809.8252427184466,989.7864077669902,0.0
29,00000000,faces,29,14,2,0,4,0,4,1,0,0,0,1097.7560975609756,75.70731707317074,1287.0243902439024,264.9756097560975
30,00000000,faces,30,14,4,3,3,0,1,0,0,0,0,1159.0,729.7407407407408,643.8888888888889,42.925925925925924
31,00000000,faces,31,9,4,0,4,0,1,0,0,0,0,1405.5254237288136,0.0,2420.627118644068,39.04237288135593
32,00000000,faces,32,11,4,2,2,0,3,0,0,1,0,1031.7777777777778,884.3809523809523,1068.626984126984,36.84920634920635
33,00000000,faces,33,16,2,2,4,0,2,0,0,1,0,739.4033613445378,311.327731092437,933.983193277311,194.57983193277312
34,00000000,faces,34,15,4,1,4,0,5,1,0,2,0,1353.551724137931,477.7241379310345,1035.0689655172414,0.0
35,00000000,faces,35,13,4,0,1,0,4,1,0,0,0,1494.4036697247707,170.78899082568807,853.9449541284404,170.78899082568807
36,00000000,faces,36,14,4,2,3,4,2,1,0,0,0,1486.607142857143,412.94642857142856,991.0714285714286,1156.25
37,00000000,faces,37,13,5,3,1,0,4,3,0,0,0,1281.2410714285716,1033.2589285714287,702.6160714285713,41.33035714285714
38,00000000,faces,38,8,1,1,3,0,2,1,0,1,0,809.8252427184466,809.8252427184466,989.7864077669902,0.0
39,00000000,faces,39,14,2,0,4,0,4,1,0,0,0,1097.7560975609756,75.70731707317074,1287.0243902439024,264.9756097560975
40,00000000,faces,40,14,4,3,3,0,1,0,0,0,0,1159.0,729.7407407407408,643.8888888888889,42.925925925925924
41,00000000,faces,41,9,4,0,4,0,1,0,0,0,0,1405.5254237288136,0.0,2420.627118644068,39.04237288135593
42,00000000,faces,42,11,4,2,2,0,3,0,0,1,0,1031.7777777777778,884.3809523809523,1068.626984126984,36.84920634920635
43,00000000,faces,43,16,2,2,4,0,2,0,0,1,0,739.4033613445378,311.327731092437,933.983193277311,194.57983193277312
44,00000000,faces,44,15,4,1,4,0,5,1,0,2,0,1353.551724137931,477.7241379310345,1035.0689655172414,0.0
45,00000000,faces,45,13,4,0,1,0,4,1,0,0,0,1494.4036697247707,170.78899082568807,853.9449541284404,170.78899082568807
46,00000000,faces,46,14,4,2,3,4,2,1,0,0,0,1486.607142857143,412.94642857142856,991.0714285714286,1156.25
47,00000000,faces,47,13,5,3,1,0,4,3,0,0,0,1281.2410714285716,1033.2589285714287,702.6160714285713,41.33035714285714
48,00000000,faces,48,8,1,1,3,0,2,1,0,1,0,809.8252427184466,809.8252427184466,989.7864077669902,0.0
